hit_id,particle_id,tx,ty,tz,tpx,tpy,tpz,weight
77579,0,187.887,-184.111,733.956,-323531,147130,934709,0
77581,0,181.306,-188.208,701.921,6767.92,-129868,991508,0
77590,0,179.94,-182.286,748.401,-233476,263250,936049,0
77591,0,204.438,-161.061,703.51,293169,-530951,795074,0
77597,0,229.584,-114.242,743.521,467910,-586663,660974,0
77618,0,258.664,33.7015,722.768,-271078,30225.1,962083,0
77619,0,256.119,-1.84506,762.32,-190810,109343,975518,0
77639,0,223.688,127.302,674.519,-203574,-233570,950790,0
77640,0,225.382,123.292,715.429,821626,118863,557496,0
77657,0,177.394,185.586,704.148,-401923,-121508,907576,0
77661,0,168.133,196.276,737.116,865896,226402,446057,0
77662,0,164.167,200.854,719.358,-33316.5,824180,565347,0
77663,0,126.762,227.399,684.041,179814,99180.5,978688,0
77673,0,102.072,236.924,756.608,92489.7,774350,625961,0
77696,0,-46.4749,252.548,766.164,86839.7,258698,962047,0
77704,0,-117.916,234.121,737.925,-362160,743434,562268,0
77718,0,-152.967,205.851,709.801,-586333,496605,639998,0
77726,0,-193.242,170.761,709.896,-189708,681943,706375,0
77727,0,-187.498,175.738,670.69,159094,-324252,932497,0
77728,0,-209.856,156.367,755.853,-180364,441849,878771,0
77740,0,-222.248,132.88,735.833,-882873,-146557,446157,0
77753,0,-245.108,75.7402,746.598,-751270,-158498,640680,0
77756,0,-258.994,14.7338,726.884,-521547,312036,794117,0
77759,0,-262.206,-41.6441,853.715,-212394,-20032,976979,0
77771,0,-240.44,-104.733,852.502,-612159,-127856,780329,0
77778,0,-204.487,-160.771,867.256,-332168,-444004,832181,0
77779,0,-200.626,-166.971,870.294,-659064,-501896,560121,0
77786,0,-159.044,-211.296,815.178,83006.6,404690,910679,0
77787,0,-133.881,-225.282,823.238,-328182,-469309,819784,0
77796,0,-99.966,-241.658,870.087,-10965.7,-120440,992660,0
77797,0,-115.319,-232.399,807.21,-240512,-826152,509536,0
77798,0,-103.451,-239.556,818.044,184652,-503892,843799,0
77812,0,-1.04907,-265.222,849.846,-639676,-594702,486974,0
77815,0,-2.57313,-264.868,835.138,186846,409950,892765,0
77816,0,-21.7937,-260.397,822.317,-447040,-573891,686152,0
77844,0,155.048,-208.05,786.992,-11024.3,-734997,677981,0
77846,0,174.293,-196.068,859.397,278561,-199739,939419,0
77867,0,256.028,-40.5752,799.886,877351,31019.1,478845,0
77874,0,252.407,82.8099,873.618,-255907,138083,956789,0
77875,0,255.735,44.0269,797.682,273539,-43402.9,960881,0
77879,0,239.913,106.863,829.199,258895,51041.7,964556,0
77888,0,227.401,126.137,808.712,120554,29251,992276,0
77892,0,201.568,165.458,820.391,40555.6,327146,944103,0
77893,0,200.437,167.276,774.775,765837,68911.4,639331,0
77901,0,172.473,195.796,861.115,-85867,-175184,980784,0
77903,0,169.605,199.106,823.895,295576,220610,929498,0
77908,0,118.489,238.242,843.221,-206474,-186290,960554,0
77920,0,6.69956,263.908,801.955,349130,816166,460415,0
77928,0,-55.4599,254.754,817.544,-180288,492745,851292,0
77930,0,-77.8505,252.832,854.195,196258,449502,871453,0
77941,0,-139.031,221.952,815.605,120420,-384288,915326,0
77949,0,-189.094,186.853,772.422,-774824,97351.2,624637,0
77950,0,-162.881,203.173,837.608,-54797.4,269493,961442,0
77951,0,-177.737,193.924,778.415,9986.82,218256,975840,0
77957,0,-204.153,165.233,845.202,-204233,252108,945902,0
77960,0,-212.786,148.724,852.859,-87072.1,78707.4,993088,0
77961,0,-230.037,128.234,819.258,-736987,101007,668317,0
77975,0,-257.659,33.5659,775.739,419775,-8298.34,907590,0
77977,0,-257.026,-10.8199,940.243,-124157,-39166.4,991489,0
77982,0,-259.122,-40.0992,962.541,-619045,244144,746443,0
77983,0,-258.131,-26.2619,950.301,-693207,183835,696899,0
77985,0,-252.181,-50.7559,977.096,-376777,-588074,715687,0
77987,0,-242.376,-84.5733,932.57,-581828,101683,806930,0
77990,0,-237.273,-105.184,975.709,-567182,-245526,786143,0
77992,0,-234.694,-115.601,882.642,104902,11314.9,994418,0
78000,0,-190.667,-177.356,959.516,-122560,7591.86,992432,0
78005,0,-148.917,-208.746,956.87,-149960,-211050,965904,0
78017,0,-67.4387,-248.478,928.73,76062.2,-289951,954014,0
78023,0,-34.1259,-254.483,880.429,-374232,-554126,743569,0
78027,0,24.0263,-257.971,929.413,129981,-392388,910569,0
78032,0,58.6544,-251.503,920.282,-264519,-456250,849627,0
78033,0,79.9664,-243.516,931.118,424715,-388513,817725,0
78035,0,119.075,-233.834,880.357,-23911.9,135179,990533,0
78041,0,143.377,-216.896,875.745,351334,-106483,930175,0
78042,0,142.135,-217.42,933.049,626769,-324687,708335,0
78045,0,182.672,-187.357,928.431,232819,-412114,880884,0
78049,0,205.54,-160.106,968.087,706382,-369733,603590,0
78058,0,231.091,-122.376,960.359,614914,-107648,781213,0
78060,0,235.585,-117.038,901.363,686822,-368118,626710,0
78067,0,246.437,-72.4681,959.378,519837,-254225,815561,0
78075,0,256.653,5.60619,880.182,527728,-58877.3,847370,0
78084,0,192.704,174.083,913.659,613570,35628.1,788836,0
78085,0,200.226,162.001,975.034,376209,732432,567459,0
78094,0,151.506,206.566,942.153,48798.5,191417,980295,0
78102,0,70.181,247.365,965.302,-346545,-331267,877593,0
78104,0,46.7845,256.863,954.615,3084.14,186718,982409,0
78106,0,34.4163,254.415,933.23,-325320,382479,864799,0
78108,0,-37.2595,258.918,922.063,-285005,663152,692100,0
78117,0,-91.8996,240.562,897.056,46486.6,691373,721000,0
78122,0,-150.265,213.985,942.918,-517711,446475,729819,0
78125,0,-151.975,213.263,971.299,-250867,395296,883633,0
78127,0,-178.525,189.939,925.252,-71510.9,201120,976953,0
78128,0,-174.928,192.179,955.889,-33728.2,318334,947378,0
78131,0,-201.356,163.732,887.885,-411540,466293,783074,0
78135,0,-192.501,171.404,968.015,-342654,522145,780995,0
78139,0,-215.858,140.47,947.615,228527,-396943,888938,0
78155,0,-249.629,64.6043,919.29,-474914,649573,593727,0
78157,0,-258.574,16.5396,902.105,413238,-76980.7,907363,0
78166,0,-259.83,-8.45379,1018.97,356326,-284830,889890,0
78174,0,-237.786,-115.453,987.031,-415952,-749196,515451,0
78175,0,-238.837,-111.21,1047.77,-518584,-571417,636045,0
78177,0,-242.884,-94.862,1062.67,368830,-135213,919609,0
78178,0,-215.995,-153.13,1046.74,76157.4,189222,978977,0
78179,0,-216.978,-150.804,1068.11,-392686,-230239,890386,0
78182,0,-205.744,-158.751,996.682,-214865,-59743.3,974815,0
78185,0,-194.552,-176.729,1068.16,-213766,-135356,967462,0
78189,0,-160.146,-210.024,1072.09,-193229,-61016.5,979255,0
78192,0,-138.954,-221.012,1082.33,190835,62793,979612,0
78199,0,-11.2855,-262.841,1021.26,-73460.6,247150,966189,0
78211,0,91.7468,-243.656,1045.08,268938,-342573,900175,0
78219,0,152.169,-216.401,1020.79,-299878,380425,874843,0
78221,0,184.14,-189.937,1040.82,516737,-568658,640008,0
78225,0,172.137,-197.41,1002.29,-177819,130930,975314,0
78239,0,237.68,-106.562,1026.71,-207992,351681,912721,0
78244,0,246.739,-79.6104,1036.95,329901,42360.7,943065,0
78249,0,260.922,23.7059,1075.93,-195271,130115,972080,0
78254,0,255.912,41.9648,1059.92,296285,279297,913350,0
78256,0,254.317,60.5568,1021.52,646045,116516,754354,0
78269,0,188.005,187.245,994.022,-166364,-383414,908470,0
78270,0,198.846,169.831,999.046,-126568,-115718,985185,0
78271,0,202.091,164.619,1030.03,683511,194985,703416,0
78272,0,159.28,211.023,976.362,267582,375797,887230,0
78274,0,159.556,210.706,986.522,-310466,-264727,912979,0
78275,0,183.254,183.353,1009.24,30130.9,394634,918344,0
78287,0,90.48,247.379,1010.25,-129068,-79652.3,988432,0
78288,0,72.5809,249.592,1073.94,-78780.7,553353,829213,0
78290,0,77.5216,247.587,977.8,84839.9,-253810,963526,0
78294,0,4.35526,264.453,1010.38,-4608.18,-141651,989906,0
78295,0,-38.9077,262.01,1071.9,9609.83,366908,930208,0
78301,0,-83.6806,245.653,1009.51,79217.9,-219311,972434,0
78304,0,-87.108,244.804,1066.93,-147638,229870,961958,0
78308,0,-156.509,214.567,1001.51,-146877,114229,982537,0
78310,0,-147.516,218.367,980.439,67388.5,-183221,980759,0
78315,0,-168.85,199.456,1015.92,-719284,187181,669024,0
78332,0,-261.135,18.6191,1043.76,-579215,-16707.5,815003,0
78342,0,-356.501,-54.5998,-983.834,-391767,-269955,-879570,0
78345,0,-344.983,-118.272,-981.696,-121915,-33168.2,-991986,0
78350,0,-334.612,-135.796,-1071.34,173782,107509,-978898,0
78359,0,-290.486,-217.794,-984.936,342172,251734,-905289,0
78373,0,-191.853,-303.347,-1013.17,22390,318903,-947523,0
78376,0,-119.541,-345.32,-1000.68,-28627.8,-370899,-928232,0
78377,0,-111.49,-342.13,-1074.84,101961,65544.4,-992627,0
78378,0,-80.4465,-349.838,-1057.31,-364535,-727782,-580903,0
78381,0,-11.0232,-362.864,-1000.24,365976,-417219,-831860,0
78382,0,-0.176706,-365.132,-1036.59,-235451,-675180,-699067,0
78383,0,2.95651,-365.787,-1040.52,-251442,-502502,-827205,0
78394,0,83.8425,-349.502,-1014.68,162391,-154448,-974564,0
78396,0,105.95,-346.601,-1047.25,-173252,336030,-925779,0
78398,0,120.874,-338.307,-980.25,60733.8,-275240,-959455,0
78399,0,152.981,-324.503,-988.222,-365723,132832,-921196,0
78400,0,183.904,-313.043,-1004.15,-72672.5,-305022,-949568,0
78404,0,236.285,-272.559,-1075.9,287446,-765520,-575633,0
78406,0,255.245,-260.155,-1047.13,346174,-162925,-923915,0
78407,0,275.394,-236.046,-1022.46,120016,-565195,-816180,0
78410,0,294.942,-209.069,-1026.24,388528,-392154,-833823,0
78411,0,307.527,-196.015,-1046.77,-203721,329909,-921769,0
78413,0,295.893,-208.082,-1078.17,252080,-100122,-962513,0
78424,0,361.474,-45.1328,-1040.37,784384,-282342,-552291,0
78425,0,363.403,-8.44807,-1045.2,-131592,-115471,-984556,0
78430,0,361.74,28.8585,-1003.34,-252841,130523,-958663,0
78432,0,356.114,75.7449,-994.031,-109207,-98960.5,-989081,0
78441,0,323.375,156.024,-1030.09,456973,233608,-858256,0
78447,0,271.325,238.17,-1046.39,124854,416816,-900375,0
78448,0,280.772,223.73,-1001.56,485814,374782,-789635,0
78457,0,169.275,320.685,-1046.2,179969,466188,-866187,0
78460,0,157.81,322.24,-976.013,343214,599123,-723364,0
78461,0,151.173,326.243,-1027.32,80627.5,-361845,-928745,0
78466,0,41.2946,362.738,-995.115,319994,734175,-598825,0
78469,0,28.3148,359.249,-1024.07,146938,474943,-867662,0
78472,0,-91.0516,348.556,-1010.23,937.86,-417788,-908544,0
78480,0,-129.844,336.086,-1008.63,-277208,798961,-533682,0
78482,0,-171.637,317.589,-1069.84,136124,506195,-851608,0
78485,0,-223.476,287.62,-1019.05,-78790.5,289143,-954038,0
78488,0,-230.275,276.49,-976.104,-128450,103646,-986285,0
78491,0,-293.324,210.747,-1025.66,-362116,325735,-873366,0
78497,0,-330.463,156.543,-1077.25,248890,-243159,-937511,0
78503,0,-332.22,141.262,-1002.24,-388774,-30431.4,-920830,0
78504,0,-330.242,144.542,-986.4,-267478,80158.5,-960224,0
78506,0,-327.634,148.867,-1028.87,-215360,338288,-916068,0
78525,0,-342.593,-113.687,-965.912,-680437,43518.7,-731514,0
78534,0,-288.679,-214.79,-917.862,148343,13669.1,-988842,0
78536,0,-290.09,-211.992,-889.188,240294,135331,-961220,0
78547,0,-195.595,-303.811,-938.624,35788.9,-745937,-665054,0
78557,0,-73.8332,-348.893,-881.34,71083.4,108947,-991503,0
78559,0,-48.4081,-357.271,-949.298,48401,95148.7,-994286,0
78565,0,-43.2529,-353.096,-978.552,-76681.9,125008,-989188,0
78567,0,-40.0037,-353.775,-958.812,-357456,-746681,-560974,0
78573,0,41.0018,-359.904,-966.077,-32505.6,-271721,-961827,0
78580,0,134.718,-331.823,-927.22,71603.7,-471396,-879010,0
78582,0,153.611,-327.146,-951.752,509256,-318046,-799691,0
78583,0,188.887,-308.033,-878.466,404201,-819186,-406885,0
78589,0,165.063,-316.862,-914.901,270047,-674630,-686985,0
78593,0,186.959,-302.714,-926.879,652812,-490722,-577086,0
78598,0,276.779,-223.635,-941.605,613084,57032.5,-787957,0
78599,0,307.924,-191.328,-960.187,333174,43190.3,-941875,0
78600,0,307.18,-192.101,-953.255,462775,-151640,-873410,0
78605,0,329.489,-140.047,-968.99,442238,-15877,-896757,0
78607,0,329.412,-140.174,-940.851,121013,-97160.3,-987884,0
78616,0,352.508,-62.8628,-934.229,853929,-253933,-454228,0
78619,0,360.177,-9.38121,-917.823,-271472,83611.3,-958808,0
78620,0,361.929,-1.004,-873.146,-261067,209291,-942359,0
78628,0,345.717,89.8859,-895.42,764150,123972,-633014,0
78631,0,346.522,83.7565,-907.009,708808,485866,-511396,0
78632,0,332.893,130.397,-881.711,294556,-32943.5,-955066,0
78637,0,307.485,190.365,-956.688,-217225,-278112,-935664,0
78642,0,288.189,215.761,-952.612,204378,25096.1,-978570,0
78656,0,157.275,319.098,-890.246,-33419,-282324,-958737,0
78659,0,94.2828,346.768,-885.59,261599,473724,-840923,0
78668,0,11.1619,359.805,-893.014,-173315,-292941,-940291,0
78669,0,40.0723,353.761,-980.817,19296.4,392024,-919753,0
78674,0,-23.5124,358.257,-904.424,-342646,551048,-760881,0
78677,0,-1.39066,356.174,-954.421,-128668,151957,-979976,0
78679,0,-30.4478,358.91,-913.206,178124,829813,-528850,0
78680,0,-71.2704,353.229,-913.952,30971.4,168207,-985265,0
78681,0,-45.6167,353.699,-932.152,41620.2,131564,-990434,0
78691,0,-195.571,305.556,-885.976,79087.6,-82882.8,-993416,0
78696,0,-221.492,285.299,-952.474,-216559,137508,-966537,0
78697,0,-218.329,286.894,-962.398,-401821,620918,-673054,0
78699,0,-251.581,259.008,-970.431,-637691,597638,-485982,0
78704,0,-291.871,207.98,-938.082,-321813,429180,-843944,0
78709,0,-314.608,172.319,-952.396,-476025,694270,-539805,0
78714,0,-353.862,78.8351,-966.025,-475633,506838,-718950,0
78716,0,-350.827,85.4436,-899.764,205115,-71997.1,-976086,0
78717,0,-350.094,87.0408,-874.376,-206483,41247.5,-977580,0
78718,0,-350.035,87.1674,-964.475,-666997,453584,-591081,0
78720,0,-354.015,58.2899,-952.041,-517726,497284,-696181,0
78725,0,-359.704,11.6454,-915.827,-786011,-309461,-535183,0
78727,0,-357.906,20.2461,-888.338,-312270,-218425,-924542,0
78732,0,-360.527,-15.9713,-816.921,-469022,-157883,-868960,0
78736,0,-346.661,-105.491,-770.199,-758292,-1327.1,-651914,0
78738,0,-344.589,-121.275,-775.692,194904,-7406.6,-980794,0
78739,0,-332.534,-144.191,-845.773,153680,8145.07,-988087,0
78753,0,-288.407,-221.917,-863.093,-454754,-176924,-872867,0
78777,0,25.5644,-361.43,-796.92,195400,-510169,-837584,0
78779,0,18.7254,-360.786,-865.932,74524.5,-129561,-988767,0
78783,0,125.458,-337.172,-789.226,-103484,139121,-984854,0
78786,0,173.544,-316.883,-856.752,32494,-182909,-982593,0
78788,0,204.328,-297.277,-798.26,730631,-430508,-529945,0
78797,0,223.751,-280.758,-811.051,527724,-338620,-779001,0
78802,0,294.785,-209.232,-813.939,-71024.6,300962,-950988,0
78804,0,299.685,-204.149,-848.037,773820,102757,-625014,0
78806,0,316.067,-175.29,-829.471,138146,-316418,-938507,0
78807,0,324.827,-153.521,-831.126,-327802,3175.76,-944741,0
78810,0,335.787,-135.348,-819.477,211498,-314987,-925231,0
78811,0,345.774,-103.555,-798.452,735496,324929,-594531,0
78813,0,358.175,-55.144,-804.854,549520,-440550,-709890,0
78821,0,359.837,-25.5019,-839.56,899499,-39597.8,-435124,0
78823,0,359.581,5.93453,-850.958,758105,272191,-592612,0
78826,0,362.513,37.0666,-812.796,-334078,-142794,-931666,0
78829,0,356.492,55.1062,-877.308,-275233,-74857.7,-958459,0
78855,0,263.367,250.336,-860.456,250583,389210,-886411,0
78862,0,282.284,221.418,-836.112,258153,98588.1,-961061,0
78863,0,231.519,280.863,-771.111,427958,359079,-829406,0
78867,0,222.12,282.36,-774.357,383421,771168,-508220,0
78879,0,76.3895,351.174,-824.877,317157,265938,-910323,0
78881,0,-2.98637,365.793,-813.034,308665,507727,-804325,0
78885,0,-6.18763,359.605,-787.75,-53752.1,654291,-754330,0
78889,0,-60.6558,356.391,-866.962,-183288,178639,-966692,0
78891,0,-110.857,345.957,-842.826,-90209.4,899632,-427229,0
78892,0,-142.948,332.842,-802.14,-481354,200244,-853347,0
78895,0,-139.375,333.726,-844.493,-353154,794964,-493269,0
78900,0,-178.655,314.989,-822.143,-270617,692586,-668649,0
78902,0,-172.37,317.318,-830.07,82449.3,-178457,-980487,0
78911,0,-189.517,304.747,-796.361,-673353,618576,-404919,0
78915,0,-257.122,258.928,-863.641,-496381,221684,-839323,0
78920,0,-281.216,231.226,-834.634,-223123,276790,-934668,0
78924,0,-289.432,214.784,-865.515,-414290,382270,-825974,0
78928,0,-300.467,203.338,-774.131,246257,-48532.2,-967989,0
78931,0,-312.965,179.329,-808.804,-577064,-69779.1,-813712,0
78940,0,-352.473,72.448,-793.147,246743,103804,-963505,0
78946,0,-357.356,57.6279,-823.704,196928,-170611,-965459,0
78962,0,-353.042,-81.5355,-742.913,209162,-102566,-972487,0
78972,0,-336.331,-116.511,-771.964,-216181,-290265,-932208,0
78978,0,-300.077,-192.189,-672.031,64704.1,225029,-972201,0
78981,0,-285.263,-221.563,-729.878,-391727,-792040,-468212,0
79011,0,-40.0913,-360.012,-740.421,43516,-335021,-941205,0
79013,0,-80.6886,-346.635,-733.221,420886,-709756,-564890,0
79019,0,-4.78019,-361.139,-712.942,582495,-746675,-321209,0
79022,0,30.7301,-358.937,-685.112,-447841,-769995,-454472,0
79026,0,9.07265,-356.897,-734.877,-14149.4,-539300,-841995,0
79053,0,229.978,-273.139,-694.241,-27927.3,-891265,-452623,0
79062,0,288.027,-211.968,-728.539,797236,-459419,-391598,0
79063,0,320.09,-165.181,-726.652,223971,-341862,-912671,0
79069,0,344.943,-98.2575,-701.998,376482,-362115,-852722,0
79070,0,345.722,-96.5599,-736.939,451773,-554548,-698840,0
79075,0,357.316,-48.2706,-714.879,423428,-43052.6,-904906,0
79078,0,346.786,-80.2292,-704.011,499176,-213617,-839756,0
79083,0,359.182,-14.1408,-712.31,678233,-127910,-723629,0
79100,0,328.97,146.244,-707.608,401967,692419,-599148,0
79113,0,257.874,253.314,-754.274,147101,579309,-801724,0
79114,0,279.939,219.585,-677.795,246136,154969,-956766,0
79125,0,165.337,319.97,-691.018,570264,276269,-773611,0
79127,0,187.06,303.287,-680.872,-252898,-118552,-960202,0
79132,0,53.228,355.683,-756.445,205769,469809,-858451,0
79143,0,-25.8145,358.474,-697.211,-136024,-229936,-963653,0
79146,0,-78.9941,347.147,-765.355,110482,272318,-955843,0
79147,0,-77.1734,347.386,-685.149,-634423,423491,-646656,0
79152,0,-166.342,316.388,-724.551,-124267,278581,-952339,0
79159,0,-188.105,302.137,-755.293,-300967,409847,-861072,0
79162,0,-187.973,302.203,-744.933,-457804,702361,-545074,0
79169,0,-278.969,221.364,-766.357,-716554,-52818.4,-695529,0
79173,0,-301.5,197.992,-754.386,-700317,390831,-597334,0
79177,0,-330.912,137.687,-711.36,-887796,-307815,-342152,0
79199,0,-356.386,-60.8994,-661.848,-295449,125537,-947075,0
79204,0,-356.037,-79.9647,-656.11,-319404,123512,-939535,0
79205,0,-346.75,-104.811,-606.381,88390.3,106524,-990374,0
79218,0,-316.857,-173.614,-600.652,-817529,-464874,-339910,0
79219,0,-312.895,-184.303,-611.201,-204797,18206.4,-978635,0
79222,0,-291.663,-215.461,-642.126,-369760,-349981,-860692,0
79224,0,-285.146,-228.382,-656.281,-321430,-656611,-682308,0
79238,0,-191.551,-303.578,-626.176,-277359,-444560,-851727,0
79241,0,-186.467,-307.483,-610.225,-149453,-139844,-978830,0
79245,0,-152.751,-325.291,-606.767,-5319.95,-687867,-725817,0
79270,0,9.94517,-359.959,-569.588,-39328.2,-179301,-983008,0
79272,0,39.2577,-356.782,-574.597,34223.2,-265420,-963525,0
79293,0,212.036,-293.39,-611.203,361087,-640772,-677516,0
79308,0,305.436,-198.183,-586.3,81611.2,-389128,-917561,0
79311,0,311.189,-181.641,-581.079,940832,-62512.8,-333056,0
79315,0,308.6,-185.012,-649.514,214103,37516.3,-976090,0
79322,0,333.712,-138.788,-655.832,601037,-748019,-281464,0
79324,0,335.725,-135.45,-613.224,93342,-65511.6,-993476,0
79335,0,361.843,-44.0115,-580.333,379297,-452180,-807259,0
79346,0,362.304,34.8445,-671.428,560498,305111,-769902,0
79348,0,356.054,79.0355,-605.892,697900,-329105,-636102,0
79351,0,356.387,60.8483,-615.637,123588,153442,-980399,0
79369,0,310.121,191.791,-602.654,610807,-132922,-780542,0
79370,0,310.524,190.701,-647.667,-222762,-30484.7,-974396,0
79386,0,277.838,228.215,-589.761,831205,83490,-549661,0
79399,0,160.378,327.518,-609.413,103706,413468,-904593,0
79405,0,156.02,330.865,-577.43,12631.7,-245393,-969341,0
79406,0,155.638,323.55,-659.328,-233677,585371,-776361,0
79408,0,151.764,325.887,-602.298,126310,823753,-552699,0
79411,0,86.2498,353.721,-640.774,-11525.1,286179,-958107,0
79415,0,37.825,357.261,-600.276,-81810.7,-114128,-990092,0
79418,0,12.7736,362.498,-618.911,-63018,684770,-726029,0
79420,0,-43.5463,363.123,-579.82,-397521,397231,-827155,0
79431,0,-156.5,329.486,-615.972,-270451,333176,-903244,0
79435,0,-173.406,316.934,-603.711,-420579,174517,-890313,0
79436,0,-181.535,313.921,-642.847,-107507,401844,-909376,0
79438,0,-188.618,305.2,-582.916,-599760,217422,-770075,0
79440,0,-227.127,285.779,-632.844,-349905,892208,-285537,0
79442,0,-223.019,287.851,-657.075,170299,-144475,-974744,0
79451,0,-255.762,252.298,-636.066,-98847.3,115654,-988359,0
79457,0,-300.3,203.511,-621.832,-175889,497406,-849500,0
79458,0,-309.918,183.296,-589.901,-360330,754520,-548509,0
79463,0,-328.065,148.151,-668.601,-204285,137212,-969247,0
79467,0,-356.663,59.7319,-598.93,167402,-152898,-973960,0
79486,0,-353.501,-56.4329,-488.072,-817228,-208286,-537360,0
79491,0,-342.274,-116.122,-509.559,-499838,-143518,-854146,0
79493,0,-330.423,-140.373,-498.904,-334936,-683556,-648513,0
79498,0,-335.447,-120.081,-476.098,-912210,321234,-254326,0
79504,0,-281.937,-228.158,-496.679,-180731,-320510,-929844,0
79515,0,-237.243,-269.296,-471.273,-279077,-661030,-696531,0
79520,0,-221.951,-278.402,-469.74,-509602,-819531,-262059,0
79521,0,-201.242,-298.367,-550.021,-610742,-519906,-597238,0
79523,0,-220.931,-279.386,-497.169,-307145,-630241,-713063,0
79527,0,-196.434,-303.002,-512.242,-126295,-732374,-669088,0
79530,0,-157.701,-325.834,-500.644,-134863,-683412,-717468,0
79535,0,-184.148,-305.524,-535.074,-136834,-732934,-666397,0
79542,0,-122.306,-340.189,-568.648,-161918,-212407,-963673,0
79552,0,-92.9515,-347.379,-491.982,-687122,-419977,-592860,0
79553,0,-96.111,-345.928,-528.094,-132563,-168918,-976675,0
79556,0,-61.2873,-353.027,-568.685,-303162,-428055,-851388,0
79560,0,-8.25401,-360.413,-480.408,-218897,-875485,-430826,0
79567,0,12.882,-357.256,-539.781,175264,-657293,-732973,0
79568,0,4.95714,-356.51,-483.975,185211,-708712,-680753,0
79583,0,76.1137,-347.525,-544.876,-4353.95,-704372,-709818,0
79584,0,85.5499,-346.286,-537.424,-133140,-769960,-624047,0
79587,0,158.973,-325.818,-537.604,710177,-545679,-444841,0
79590,0,180.941,-310.978,-535.21,-98751.9,-938023,-332205,0
79591,0,195.316,-305.651,-496.874,171292,-810331,-560378,0
79598,0,210.96,-290.61,-483.042,652176,-375720,-658408,0
79599,0,231.147,-272.375,-562.348,656476,-207008,-725387,0
79613,0,282.337,-226.447,-496.433,182249,-253219,-950087,0
79614,0,280.04,-220.252,-547.423,362551,-368431,-856046,0
79616,0,308.35,-190.887,-498.511,802778,-262251,-535511,0
79639,0,356.82,8.24606,-484.12,635190,-523317,-568043,0
79647,0,346.372,84.8948,-471.406,354203,626105,-694645,0
79660,0,286.536,219.039,-558.921,943563,-7813.5,-331100,0
79662,0,284.973,222.138,-560.197,835934,186474,-516180,0
79667,0,274.617,227.72,-525.709,894642,61312.6,-442557,0
79672,0,263.011,245.461,-470.349,131965,291142,-947534,0
79674,0,249.347,254.675,-474.574,762322,579753,-287665,0
79691,0,165.786,319.625,-496.55,124107,699945,-703331,0
79693,0,154.618,320.701,-567.078,41275.3,203130,-978281,0
79700,0,151.2,322.762,-555.165,-126415,642790,-755540,0
79703,0,100.136,344.08,-500.269,261456,903928,-338459,0
79716,0,19.0135,358.163,-514.004,547257,622694,-559251,0
79718,0,-19.1367,357.845,-489.772,-682475,677492,-274285,0
79724,0,-78.0099,353.106,-468.785,-231458,570227,-788206,0
79728,0,-76.1002,353.141,-492.772,-118387,845236,-521115,0
79735,0,-103.966,343.869,-568.075,30941.7,-105664,-993920,0
79736,0,-92.4855,345.376,-546.947,-259781,546489,-796156,0
79743,0,-139.387,330.667,-486.391,119300,674734,-728355,0
79748,0,-184.391,309.699,-470.263,34556.7,200178,-979150,0
79752,0,-197.911,297.191,-465.133,-90044.1,101397,-990763,0
79754,0,-200.548,295.861,-479.345,466.171,931884,-362755,0
79776,0,-306.129,183.36,-524.271,-63792.5,106884,-992223,0
79777,0,-325.196,158.531,-513.031,-440643,727703,-525626,0
79780,0,-321.421,153.424,-489.456,-497765,837515,-225384,0
79781,0,-323.479,150.012,-495.077,114537,-40557.9,-992591,0
79783,0,-325.599,146.498,-519.321,-879281,-46782.2,-474000,0
79785,0,-328.076,142.391,-515.78,-788334,528861,-314382,0
79789,0,-347.243,93.2482,-528.387,-790457,-68385.5,-608689,0
79790,0,-350.039,87.1589,-554.663,-136457,17928.6,-990484,0
79793,0,-341.763,105.182,-472.977,-436447,-48928,-898398,0
79797,0,-353.601,59.5465,-489.199,-312258,422866,-850693,0
79800,0,-351.597,65.6278,-553.579,-929438,-252546,-269007,0
79813,0,-356.788,-38.9409,-391.653,-565663,151667,-810570,0
79841,0,-308.674,-195.694,-409.785,-366798,-134056,-920591,0
79842,0,-294.692,-209.454,-411.339,-125114,-229558,-965220,0
79843,0,-286.303,-226.087,-359.03,-846451,-524005,-94544.3,0
79845,0,-305.501,-188.021,-393.566,-788687,-410765,-457433,0
79850,0,-273.348,-235.078,-369.179,-686804,-345119,-639682,0
79858,0,-216.161,-288.104,-451.408,-481223,-869976,-107541,0
79865,0,-170.693,-319.597,-409.136,-566715,-656045,-498437,0
79868,0,-164.952,-324.006,-417.648,-140460,-972564,-185445,0
79869,0,-155.619,-323.562,-373.567,-362515,-858876,-361821,0
79870,0,-142.569,-331.432,-449.045,-62896.1,-359264,-931114,0
79872,0,-138.433,-333.926,-415.602,-465085,-876563,-123827,0
79881,0,-44.1918,-361.784,-450.801,-200020,-685488,-700070,0
79896,0,59.7502,-356.407,-419.73,-52651.3,-540843,-839474,0
79905,0,105.15,-346.706,-433.6,552872,-818762,-154793,0
79908,0,134.393,-334.96,-433.405,491347,-561658,-665672,0
79912,0,129.731,-336.114,-376.752,661069,-557513,-502163,0
79913,0,150.738,-330.913,-424.555,-80807.5,-273694,-958416,0
79918,0,192.492,-309.861,-417.356,36139.8,-949825,-310686,0
79922,0,161.881,-321.205,-368.128,365860,-928043,-69882,0
79932,0,224.902,-280.005,-399.344,231149,-967258,-104794,0
